ID,0,900,1800,2700.1,3600.1,4500.1,5400.1,6300.1,7200.2,8100.2,9000.2,9900.2,10800.3,11700.3,12600.3,13500.3,14400.3,15300.4,16200.4,17100.4,18000.4,18900.5,19800.5,20700.5,21600.5,22500.6,23400.6,24300.6,25200.6,26100.6,27000.6,27900.7,28800.7,29700.7,30600.7,31500.8,32400.8,33300.8,34200.8,35100.9,36000.9,36900.9,37800.9,38700.9,39601,40501,41401,42301,43201,44101.1,45001.1,45901.1,46801.1,47701.1,48601.2,49501.2,50401.2,51301.2,52201.2,53101.3,54001.3,54901.3,55801.3,56701.3,57601.4,58501.4,59401.4,60301.4,61201.5,62101.5,63001.5,63901.5,64801.6,65701.6,66601.6,67501.6,68401.6,69301.7,70201.7,71101.7
J23106_emrR_0uM Vanillin,0.029666667,0.029666667,0.039666667,0.039333333,0.044666667,0.050333333,0.058333333,0.067333333,0.079333333,0.092333333,0.109333333,0.128333333,0.150333333,0.176333333,0.205333333,0.236333333,0.268333333,0.299333333,0.330333333,0.357333333,0.388333333,0.418333333,0.438333333,0.457333333,0.468333333,0.481,0.497333333,0.507333333,0.519333333,0.528,0.541333333,0.55,0.557333333,0.564,0.574,0.583333333,0.587,0.596,0.601333333,0.611333333,0.614,0.622,0.627,0.633333333,0.639,0.642,0.649,0.654,0.662,0.666,0.674,0.683,0.688,0.69,0.699,0.701666667,0.707,0.711666667,0.713,0.718,0.722,0.726666667,0.731,0.736,0.741,0.747,0.751,0.755,0.759,0.766,0.771,0.774,0.779,0.783666667,0.788666667,0.791666667,0.798,0.803,0.807,0.812
J23106_emrR_0uM Vanillin,0.023666667,0.025666667,0.028666667,0.032333333,0.036666667,0.043333333,0.047333333,0.054333333,0.063333333,0.075333333,0.087333333,0.103333333,0.120333333,0.141333333,0.164333333,0.189333333,0.213333333,0.238333333,0.262333333,0.286333333,0.310333333,0.337333333,0.362333333,0.387333333,0.403333333,0.418,0.433333333,0.446333333,0.458333333,0.472,0.484333333,0.496,0.507333333,0.517,0.527,0.534333333,0.545,0.553,0.564333333,0.571333333,0.58,0.589,0.596,0.603333333,0.61,0.618,0.622,0.629,0.638,0.646,0.653,0.663,0.671,0.679,0.684,0.691666667,0.696,0.702666667,0.708,0.711,0.716,0.720666667,0.724,0.73,0.735,0.741,0.743,0.745,0.749,0.758,0.759,0.759,0.765,0.769666667,0.773666667,0.778666667,0.779,0.786,0.79,0.794
J23106_emrR_0uM Vanillin,0.023666667,0.025666667,0.030666667,0.033333333,0.038666667,0.043333333,0.050333333,0.057333333,0.068333333,0.080333333,0.094333333,0.113333333,0.133333333,0.159333333,0.187333333,0.218333333,0.249333333,0.278333333,0.307333333,0.336333333,0.366333333,0.394333333,0.415333333,0.429333333,0.442333333,0.456,0.468333333,0.478333333,0.491333333,0.5,0.511333333,0.522,0.531333333,0.541,0.551,0.558333333,0.568,0.576,0.583333333,0.592333333,0.6,0.606,0.617,0.623333333,0.63,0.636,0.643,0.649,0.662,0.669,0.673,0.683,0.688,0.695,0.701,0.705666667,0.709,0.715666667,0.722,0.724,0.728,0.731666667,0.739,0.742,0.75,0.755,0.755,0.76,0.764,0.77,0.772,0.774,0.782,0.785666667,0.789666667,0.794666667,0.795,0.801,0.808,0.81
J23106_emrR_1280uM Vanillin,0.021666667,0.025666667,0.029666667,0.029333333,0.032666667,0.036333333,0.040333333,0.045333333,0.052333333,0.058333333,0.066333333,0.074333333,0.084333333,0.096333333,0.108333333,0.121333333,0.135333333,0.149333333,0.166333333,0.182333333,0.201333333,0.218333333,0.235333333,0.253333333,0.269333333,0.286,0.299333333,0.310333333,0.324333333,0.337,0.350333333,0.36,0.373333333,0.384,0.395,0.404333333,0.417,0.426,0.437333333,0.447333333,0.459,0.467,0.48,0.489333333,0.501,0.509,0.521,0.526,0.538,0.548,0.56,0.574,0.586,0.597,0.605,0.611666667,0.621,0.630666667,0.638,0.645,0.652,0.658666667,0.667,0.674,0.682,0.688,0.695,0.702,0.709,0.719,0.722,0.728,0.736,0.741666667,0.747666667,0.754666667,0.761,0.768,0.774,0.78
J23106_emrR_1280uM Vanillin,0.023666667,0.024666667,0.029666667,0.031333333,0.035666667,0.040333333,0.045333333,0.050333333,0.055333333,0.061333333,0.069333333,0.077333333,0.085333333,0.096333333,0.106333333,0.117333333,0.130333333,0.144333333,0.157333333,0.171333333,0.186333333,0.201333333,0.216333333,0.231333333,0.246333333,0.262,0.276333333,0.287333333,0.302333333,0.314,0.325333333,0.339,0.353333333,0.364,0.378,0.387333333,0.399,0.41,0.418333333,0.431333333,0.441,0.451,0.459,0.474333333,0.481,0.492,0.503,0.514,0.522,0.532,0.544,0.555,0.564,0.575,0.589,0.600666667,0.608,0.620666667,0.628,0.635,0.645,0.651666667,0.659,0.667,0.674,0.68,0.688,0.696,0.703,0.711,0.718,0.723,0.73,0.735666667,0.742666667,0.748666667,0.755,0.762,0.768,0.774
J23106_emrR_1280uM Vanillin,0.022666667,0.027666667,0.030666667,0.036333333,0.038666667,0.042333333,0.047333333,0.053333333,0.058333333,0.064333333,0.071333333,0.080333333,0.088333333,0.097333333,0.107333333,0.117333333,0.129333333,0.141333333,0.154333333,0.167333333,0.180333333,0.195333333,0.207333333,0.221333333,0.235333333,0.249,0.262333333,0.278333333,0.289333333,0.301,0.315333333,0.329,0.343333333,0.355,0.37,0.382333333,0.395,0.407,0.417333333,0.429333333,0.44,0.45,0.461,0.474333333,0.484,0.494,0.505,0.512,0.521,0.538,0.544,0.559,0.564,0.575,0.59,0.604666667,0.614,0.626666667,0.634,0.643,0.653,0.659666667,0.67,0.676,0.683,0.692,0.698,0.705,0.712,0.721,0.728,0.733,0.742,0.747666667,0.754666667,0.759666667,0.766,0.773,0.781,0.785
J23109_emrR_0uM Vanillin,0.020666667,0.023666667,0.026666667,0.030333333,0.035666667,0.043333333,0.051333333,0.060333333,0.073333333,0.088333333,0.106333333,0.126333333,0.153333333,0.180333333,0.212333333,0.238333333,0.265333333,0.293333333,0.321333333,0.347333333,0.363333333,0.380333333,0.394333333,0.408333333,0.425333333,0.44,0.453333333,0.465333333,0.478333333,0.492,0.501333333,0.514,0.523333333,0.532,0.543,0.548333333,0.559,0.566,0.576333333,0.585333333,0.592,0.605,0.612,0.625333333,0.635,0.641,0.649,0.659,0.667,0.677,0.686,0.694,0.7,0.707,0.714,0.720666667,0.725,0.734666667,0.739,0.744,0.751,0.757666667,0.762,0.768,0.773,0.779,0.782,0.787,0.792,0.797,0.802,0.807,0.81,0.814666667,0.818666667,0.821666667,0.826,0.83,0.835,0.839
J23109_emrR_0uM Vanillin,0.017666667,0.024666667,0.030666667,0.036333333,0.041666667,0.049333333,0.058333333,0.068333333,0.081333333,0.095333333,0.113333333,0.133333333,0.158333333,0.183333333,0.212333333,0.236333333,0.263333333,0.290333333,0.314333333,0.340333333,0.366333333,0.383333333,0.398333333,0.413333333,0.428333333,0.444,0.459333333,0.473333333,0.488333333,0.502,0.513333333,0.525,0.536333333,0.549,0.557,0.570333333,0.58,0.588,0.599333333,0.609333333,0.618,0.628,0.635,0.645333333,0.656,0.666,0.674,0.682,0.692,0.702,0.71,0.718,0.725,0.733,0.741,0.745666667,0.754,0.758666667,0.765,0.771,0.777,0.782666667,0.789,0.794,0.801,0.808,0.811,0.817,0.821,0.827,0.831,0.834,0.839,0.845666667,0.848666667,0.853666667,0.857,0.862,0.866,0.87
J23109_emrR_0uM Vanillin,0.012666667,0.016666667,0.023666667,0.028333333,0.032666667,0.036333333,0.043333333,0.052333333,0.062333333,0.075333333,0.089333333,0.106333333,0.126333333,0.151333333,0.177333333,0.202333333,0.227333333,0.253333333,0.279333333,0.304333333,0.327333333,0.344333333,0.359333333,0.375333333,0.392333333,0.407,0.423333333,0.437333333,0.453333333,0.465,0.479333333,0.492,0.504333333,0.515,0.526,0.537333333,0.547,0.557,0.566333333,0.576333333,0.587,0.593,0.606,0.616333333,0.629,0.638,0.646,0.659,0.666,0.675,0.683,0.692,0.699,0.709,0.716,0.722666667,0.731,0.738666667,0.747,0.752,0.759,0.766666667,0.771,0.779,0.783,0.791,0.795,0.802,0.808,0.814,0.82,0.826,0.831,0.835666667,0.842666667,0.848666667,0.853,0.858,0.861,0.864
