ID,Time,Mean,Sd,Time_min,Time_hrs,Treatment
S_pEmr_GFP_0uM Syringaldehyde,19800.5,94.04514961,8.163557918,330,5.5,0
S_pEmr_GFP_20uM Syringaldehyde,19800.5,107.5866948,12.85584107,330,5.5,20
S_pEmr_GFP_40uM Syringaldehyde,19800.5,134.8737368,18.2629421,330,5.5,40
S_pEmr_GFP_80uM Syringaldehyde,19800.5,185.9789872,26.0834392,330,5.5,80
S_pEmr_GFP_160uM Syringaldehyde,19800.5,290.0840489,27.84156774,330,5.5,160
S_pEmr_GFP_320uM Syringaldehyde,19800.5,423.2306546,16.87078978,330,5.5,320
S_pEmr_GFP_640uM Syringaldehyde,19800.5,563.537178,19.4006613,330,5.5,640
S_pEmr_GFP_0uM Syringaldehyde,20700.5,103.5062335,7.50809045,345,5.75,0
S_pEmr_GFP_20uM Syringaldehyde,20700.5,116.5940474,13.04480754,345,5.75,20
S_pEmr_GFP_40uM Syringaldehyde,20700.5,148.830423,21.77780294,345,5.75,40
S_pEmr_GFP_80uM Syringaldehyde,20700.5,201.7640518,22.20171593,345,5.75,80
S_pEmr_GFP_160uM Syringaldehyde,20700.5,303.5143392,23.36919129,345,5.75,160
S_pEmr_GFP_320uM Syringaldehyde,20700.5,448.5742535,15.182808,345,5.75,320
S_pEmr_GFP_640uM Syringaldehyde,20700.5,589.3988791,12.76847232,345,5.75,640
S_pEmr_GFP_0uM Syringaldehyde,21600.5,107.5966707,8.540146143,360,6,0
S_pEmr_GFP_20uM Syringaldehyde,21600.5,123.1103622,4.900914782,360,6,20
S_pEmr_GFP_40uM Syringaldehyde,21600.5,154.4009083,22.43429466,360,6,40
S_pEmr_GFP_80uM Syringaldehyde,21600.5,210.5239734,27.86249033,360,6,80
S_pEmr_GFP_160uM Syringaldehyde,21600.5,309.0622102,27.00092809,360,6,160
S_pEmr_GFP_320uM Syringaldehyde,21600.5,453.775828,6.06376925,360,6,320
S_pEmr_GFP_640uM Syringaldehyde,21600.5,598.5830534,16.16288163,360,6,640
S_pEmr_GFP_0uM Syringaldehyde,22500.6,103.9314267,5.697633852,375,6.25,0
S_pEmr_GFP_20uM Syringaldehyde,22500.6,126.2825952,10.55718351,375,6.25,20
S_pEmr_GFP_40uM Syringaldehyde,22500.6,155.0392945,18.92367726,375,6.25,40
S_pEmr_GFP_80uM Syringaldehyde,22500.6,210.8667552,23.3470543,375,6.25,80
S_pEmr_GFP_160uM Syringaldehyde,22500.6,319.5729256,24.14584814,375,6.25,160
S_pEmr_GFP_320uM Syringaldehyde,22500.6,471.7886892,11.85605462,375,6.25,320
S_pEmr_GFP_640uM Syringaldehyde,22500.6,613.8921032,18.71046086,375,6.25,640
S_pEmr_GFP_0uM Syringaldehyde,23400.6,109.7029032,5.819281839,390,6.5,0
S_pEmr_GFP_20uM Syringaldehyde,23400.6,127.6753267,4.830732336,390,6.5,20
S_pEmr_GFP_40uM Syringaldehyde,23400.6,155.8341872,24.81975816,390,6.5,40
S_pEmr_GFP_80uM Syringaldehyde,23400.6,220.7677075,23.94556774,390,6.5,80
S_pEmr_GFP_160uM Syringaldehyde,23400.6,325.3234352,23.91346152,390,6.5,160
S_pEmr_GFP_320uM Syringaldehyde,23400.6,472.5690233,3.429647351,390,6.5,320
S_pEmr_GFP_640uM Syringaldehyde,23400.6,625.8270835,16.65308312,390,6.5,640
S_pEmr_GFP_0uM Syringaldehyde,24300.6,112.8290781,7.581054339,405,6.75,0
S_pEmr_GFP_20uM Syringaldehyde,24300.6,134.936906,8.421705557,405,6.75,20
S_pEmr_GFP_40uM Syringaldehyde,24300.6,162.3005443,19.41566617,405,6.75,40
S_pEmr_GFP_80uM Syringaldehyde,24300.6,218.7834857,28.65692809,405,6.75,80
S_pEmr_GFP_160uM Syringaldehyde,24300.6,334.3886795,27.31557086,405,6.75,160
S_pEmr_GFP_320uM Syringaldehyde,24300.6,486.773908,19.34725473,405,6.75,320
S_pEmr_GFP_640uM Syringaldehyde,24300.6,638.1720042,21.51562491,405,6.75,640
S_pEmr_GFP_0uM Syringaldehyde,25200.6,119.9989472,4.234494314,420,7,0
S_pEmr_GFP_20uM Syringaldehyde,25200.6,143.233564,6.69848132,420,7,20
S_pEmr_GFP_40uM Syringaldehyde,25200.6,171.9939065,24.52567068,420,7,40
S_pEmr_GFP_80uM Syringaldehyde,25200.6,231.2883243,27.22937269,420,7,80
S_pEmr_GFP_160uM Syringaldehyde,25200.6,353.0457206,15.39869333,420,7,160
S_pEmr_GFP_320uM Syringaldehyde,25200.6,502.7959441,12.74451502,420,7,320
S_pEmr_GFP_640uM Syringaldehyde,25200.6,652.7578142,8.283788968,420,7,640
S_pEmr_GFP_0uM Syringaldehyde,26100.6,121.8944232,2.517674273,435,7.25,0
S_pEmr_GFP_20uM Syringaldehyde,26100.6,146.6523516,2.21910159,435,7.25,20
S_pEmr_GFP_40uM Syringaldehyde,26100.6,178.8488807,24.6460105,435,7.25,40
S_pEmr_GFP_80uM Syringaldehyde,26100.6,242.0563167,25.76992218,435,7.25,80
S_pEmr_GFP_160uM Syringaldehyde,26100.6,358.6860664,21.89546126,435,7.25,160
S_pEmr_GFP_320uM Syringaldehyde,26100.6,512.4457496,6.102391961,435,7.25,320
S_pEmr_GFP_640uM Syringaldehyde,26100.6,658.4806865,10.36055816,435,7.25,640
S_pEmr_GFP_0uM Syringaldehyde,27000.6,126.0878129,3.888421179,450,7.5,0
S_pEmr_GFP_20uM Syringaldehyde,27000.6,151.7162725,4.955175882,450,7.5,20
S_pEmr_GFP_40uM Syringaldehyde,27000.6,182.6602133,26.20203417,450,7.5,40
S_pEmr_GFP_80uM Syringaldehyde,27000.6,246.8461257,24.92383952,450,7.5,80
S_pEmr_GFP_160uM Syringaldehyde,27000.6,367.2947202,24.17934768,450,7.5,160
S_pEmr_GFP_320uM Syringaldehyde,27000.6,520.0138416,2.20404429,450,7.5,320
S_pEmr_GFP_640uM Syringaldehyde,27000.6,669.0160015,7.900671219,450,7.5,640
S_pEmr_GFP_0uM Syringaldehyde,27900.7,134.8907093,6.280409268,465,7.75,0
S_pEmr_GFP_20uM Syringaldehyde,27900.7,163.2420519,8.176464271,465,7.75,20
S_pEmr_GFP_40uM Syringaldehyde,27900.7,196.011968,21.98729606,465,7.75,40
S_pEmr_GFP_80uM Syringaldehyde,27900.7,257.4628076,25.97276543,465,7.75,80
S_pEmr_GFP_160uM Syringaldehyde,27900.7,384.3163157,19.928172,465,7.75,160
S_pEmr_GFP_320uM Syringaldehyde,27900.7,540.2635213,2.428982847,465,7.75,320
S_pEmr_GFP_640uM Syringaldehyde,27900.7,687.1655931,10.68085788,465,7.75,640
S_pEmr_GFP_0uM Syringaldehyde,28800.7,140.5698799,7.835777419,480,8,0
S_pEmr_GFP_20uM Syringaldehyde,28800.7,170.1363581,6.642811026,480,8,20
S_pEmr_GFP_40uM Syringaldehyde,28800.7,200.3100156,24.14235217,480,8,40
S_pEmr_GFP_80uM Syringaldehyde,28800.7,263.7545993,23.74419201,480,8,80
S_pEmr_GFP_160uM Syringaldehyde,28800.7,393.647419,24.11806155,480,8,160
S_pEmr_GFP_320uM Syringaldehyde,28800.7,550.3933616,4.118756646,480,8,320
S_pEmr_GFP_640uM Syringaldehyde,28800.7,695.9491394,11.1823341,480,8,640
S_pEmr_GFP_0uM Syringaldehyde,29700.7,143.9910611,8.112172403,495,8.25,0
S_pEmr_GFP_20uM Syringaldehyde,29700.7,174.7529963,2.349561436,495,8.25,20
S_pEmr_GFP_40uM Syringaldehyde,29700.7,205.0708865,22.40694683,495,8.25,40
S_pEmr_GFP_80uM Syringaldehyde,29700.7,274.3686804,26.61141642,495,8.25,80
S_pEmr_GFP_160uM Syringaldehyde,29700.7,402.5409386,22.08716654,495,8.25,160
S_pEmr_GFP_320uM Syringaldehyde,29700.7,568.2055998,5.0197409,495,8.25,320
S_pEmr_GFP_640uM Syringaldehyde,29700.7,704.7326719,13.84216675,495,8.25,640
S_pEmr_GFP_0uM Syringaldehyde,30600.7,152.0940182,6.108419026,510,8.5,0
S_pEmr_GFP_20uM Syringaldehyde,30600.7,180.853607,7.070215113,510,8.5,20
S_pEmr_GFP_40uM Syringaldehyde,30600.7,211.0814804,21.63393634,510,8.5,40
S_pEmr_GFP_80uM Syringaldehyde,30600.7,282.2792156,26.74143241,510,8.5,80
S_pEmr_GFP_160uM Syringaldehyde,30600.7,413.414347,22.39337639,510,8.5,160
S_pEmr_GFP_320uM Syringaldehyde,30600.7,575.0719861,5.402972143,510,8.5,320
S_pEmr_GFP_640uM Syringaldehyde,30600.7,716.2205394,12.10597915,510,8.5,640
S_pEmr_GFP_0uM Syringaldehyde,31500.8,162.2938096,4.638926961,525,8.75,0
S_pEmr_GFP_20uM Syringaldehyde,31500.8,191.1985611,8.354754763,525,8.75,20
S_pEmr_GFP_40uM Syringaldehyde,31500.8,224.8807811,30.24038884,525,8.75,40
S_pEmr_GFP_80uM Syringaldehyde,31500.8,292.7593995,26.37322658,525,8.75,80
S_pEmr_GFP_160uM Syringaldehyde,31500.8,430.6714135,19.1480888,525,8.75,160
S_pEmr_GFP_320uM Syringaldehyde,31500.8,589.3182957,4.18107443,525,8.75,320
S_pEmr_GFP_640uM Syringaldehyde,31500.8,730.6852451,10.99242021,525,8.75,640
S_pEmr_GFP_0uM Syringaldehyde,32400.8,163.4072156,6.967013143,540,9,0
S_pEmr_GFP_20uM Syringaldehyde,32400.8,197.4253894,5.611380314,540,9,20
S_pEmr_GFP_40uM Syringaldehyde,32400.8,228.4192052,24.13999967,540,9,40
S_pEmr_GFP_80uM Syringaldehyde,32400.8,302.935903,31.65788938,540,9,80
S_pEmr_GFP_160uM Syringaldehyde,32400.8,439.4091105,23.69031221,540,9,160
S_pEmr_GFP_320uM Syringaldehyde,32400.8,607.2658524,4.774538246,540,9,320
S_pEmr_GFP_640uM Syringaldehyde,32400.8,743.4575922,20.53217787,540,9,640
S_pEmr_GFP_0uM Syringaldehyde,33300.8,168.6529351,6.533244131,555,9.25,0
S_pEmr_GFP_20uM Syringaldehyde,33300.8,209.1739665,8.021838826,555,9.25,20
S_pEmr_GFP_40uM Syringaldehyde,33300.8,238.6974056,28.83363249,555,9.25,40
S_pEmr_GFP_80uM Syringaldehyde,33300.8,311.0971116,29.10993762,555,9.25,80
S_pEmr_GFP_160uM Syringaldehyde,33300.8,445.906932,23.19246648,555,9.25,160
S_pEmr_GFP_320uM Syringaldehyde,33300.8,617.8628727,2.873769159,555,9.25,320
S_pEmr_GFP_640uM Syringaldehyde,33300.8,752.7752286,10.51771163,555,9.25,640
S_pEmr_GFP_0uM Syringaldehyde,34200.8,170.8897362,7.935411187,570,9.5,0
S_pEmr_GFP_20uM Syringaldehyde,34200.8,207.0025993,5.174794575,570,9.5,20
S_pEmr_GFP_40uM Syringaldehyde,34200.8,242.9102343,26.16246708,570,9.5,40
S_pEmr_GFP_80uM Syringaldehyde,34200.8,314.7704412,31.71081401,570,9.5,80
S_pEmr_GFP_160uM Syringaldehyde,34200.8,456.2235002,20.27456816,570,9.5,160
S_pEmr_GFP_320uM Syringaldehyde,34200.8,626.3414879,5.925012261,570,9.5,320
S_pEmr_GFP_640uM Syringaldehyde,34200.8,768.3757786,13.85667332,570,9.5,640
S_pEmr_GFP_0uM Syringaldehyde,35100.9,176.0331643,7.83133508,585,9.75,0
S_pEmr_GFP_20uM Syringaldehyde,35100.9,212.8272171,5.956943343,585,9.75,20
S_pEmr_GFP_40uM Syringaldehyde,35100.9,245.5626713,23.73514812,585,9.75,40
S_pEmr_GFP_80uM Syringaldehyde,35100.9,325.0890172,27.94453241,585,9.75,80
S_pEmr_GFP_160uM Syringaldehyde,35100.9,465.2490567,21.00025384,585,9.75,160
S_pEmr_GFP_320uM Syringaldehyde,35100.9,635.4107448,7.649769949,585,9.75,320
S_pEmr_GFP_640uM Syringaldehyde,35100.9,778.8454454,7.920133158,585,9.75,640
S_pEmr_GFP_0uM Syringaldehyde,36000.9,181.6629773,6.663114043,600,10,0
S_pEmr_GFP_20uM Syringaldehyde,36000.9,223.1221389,5.463267293,600,10,20
S_pEmr_GFP_40uM Syringaldehyde,36000.9,255.2886128,26.7713927,600,10,40
S_pEmr_GFP_80uM Syringaldehyde,36000.9,330.4991442,31.36298267,600,10,80
S_pEmr_GFP_160uM Syringaldehyde,36000.9,473.1294561,22.54091441,600,10,160
S_pEmr_GFP_320uM Syringaldehyde,36000.9,650.128741,5.359652585,600,10,320
S_pEmr_GFP_640uM Syringaldehyde,36000.9,778.7792126,11.296127,600,10,640
S_pEmr_GFP_0uM Syringaldehyde,36900.9,178.6101671,11.5236817,615,10.25,0
S_pEmr_GFP_20uM Syringaldehyde,36900.9,229.0688235,2.934849132,615,10.25,20
S_pEmr_GFP_40uM Syringaldehyde,36900.9,260.7250322,25.59994893,615,10.25,40
S_pEmr_GFP_80uM Syringaldehyde,36900.9,338.3003563,23.8858847,615,10.25,80
S_pEmr_GFP_160uM Syringaldehyde,36900.9,485.0352055,21.72122592,615,10.25,160
S_pEmr_GFP_320uM Syringaldehyde,36900.9,658.6166064,9.082702761,615,10.25,320
S_pEmr_GFP_640uM Syringaldehyde,36900.9,792.34435,12.20803823,615,10.25,640
S_pEmr_GFP_0uM Syringaldehyde,37800.9,187.7041675,8.696171878,630,10.5,0
S_pEmr_GFP_20uM Syringaldehyde,37800.9,234.943491,3.338861328,630,10.5,20
S_pEmr_GFP_40uM Syringaldehyde,37800.9,267.6449593,26.91007286,630,10.5,40
S_pEmr_GFP_80uM Syringaldehyde,37800.9,349.033377,32.6156548,630,10.5,80
S_pEmr_GFP_160uM Syringaldehyde,37800.9,501.1549992,21.71319305,630,10.5,160
S_pEmr_GFP_320uM Syringaldehyde,37800.9,671.1603832,6.259346004,630,10.5,320
S_pEmr_GFP_640uM Syringaldehyde,37800.9,802.5243613,13.71666379,630,10.5,640
S_pEmr_GFP_0uM Syringaldehyde,38700.9,189.5601671,4.771001802,645,10.75,0
S_pEmr_GFP_20uM Syringaldehyde,38700.9,235.8995482,9.075610458,645,10.75,20
S_pEmr_GFP_40uM Syringaldehyde,38700.9,271.1704115,25.35475558,645,10.75,40
S_pEmr_GFP_80uM Syringaldehyde,38700.9,352.6215079,25.13483369,645,10.75,80
S_pEmr_GFP_160uM Syringaldehyde,38700.9,507.5541067,20.71595358,645,10.75,160
S_pEmr_GFP_320uM Syringaldehyde,38700.9,680.4885207,4.961541308,645,10.75,320
S_pEmr_GFP_640uM Syringaldehyde,38700.9,814.9044833,3.057146638,645,10.75,640
S_pEmr_GFP_0uM Syringaldehyde,39601,196.4306258,10.53653629,660,11,0
S_pEmr_GFP_20uM Syringaldehyde,39601,244.335112,3.691935603,660,11,20
S_pEmr_GFP_40uM Syringaldehyde,39601,277.1495862,25.93070434,660,11,40
S_pEmr_GFP_80uM Syringaldehyde,39601,357.1084989,25.18600929,660,11,80
S_pEmr_GFP_160uM Syringaldehyde,39601,517.7174284,21.56034535,660,11,160
S_pEmr_GFP_320uM Syringaldehyde,39601,692.6055749,7.543249667,660,11,320
S_pEmr_GFP_640uM Syringaldehyde,39601,821.9179004,11.72456135,660,11,640
S_pEmr_GFP_0uM Syringaldehyde,40501,198.8732055,6.384042019,675,11.25,0
S_pEmr_GFP_20uM Syringaldehyde,40501,251.5447865,5.392871968,675,11.25,20
S_pEmr_GFP_40uM Syringaldehyde,40501,287.0082248,19.77576562,675,11.25,40
S_pEmr_GFP_80uM Syringaldehyde,40501,368.5488967,24.72625762,675,11.25,80
S_pEmr_GFP_160uM Syringaldehyde,40501,525.5661802,17.07131292,675,11.25,160
S_pEmr_GFP_320uM Syringaldehyde,40501,701.1826742,2.146050026,675,11.25,320
S_pEmr_GFP_640uM Syringaldehyde,40501,835.3153727,1.309202256,675,11.25,640
S_pEmr_GFP_0uM Syringaldehyde,41401,201.7185998,5.113320968,690,11.5,0
S_pEmr_GFP_20uM Syringaldehyde,41401,256.7113218,4.406238538,690,11.5,20
S_pEmr_GFP_40uM Syringaldehyde,41401,285.0992983,23.44855503,690,11.5,40
S_pEmr_GFP_80uM Syringaldehyde,41401,373.896713,23.86538535,690,11.5,80
S_pEmr_GFP_160uM Syringaldehyde,41401,539.4211376,23.24376643,690,11.5,160
S_pEmr_GFP_320uM Syringaldehyde,41401,713.6838647,3.739770825,690,11.5,320
S_pEmr_GFP_640uM Syringaldehyde,41401,847.4408577,8.821656381,690,11.5,640
S_pEmr_GFP_0uM Syringaldehyde,42301,205.9641781,5.229520102,705,11.75,0
S_pEmr_GFP_20uM Syringaldehyde,42301,261.0428044,5.411948527,705,11.75,20
S_pEmr_GFP_40uM Syringaldehyde,42301,292.4018734,23.88962863,705,11.75,40
S_pEmr_GFP_80uM Syringaldehyde,42301,382.1887326,23.54739697,705,11.75,80
S_pEmr_GFP_160uM Syringaldehyde,42301,545.5046727,21.89463788,705,11.75,160
S_pEmr_GFP_320uM Syringaldehyde,42301,726.6499528,7.634873038,705,11.75,320
S_pEmr_GFP_640uM Syringaldehyde,42301,857.578448,11.1156275,705,11.75,640
S_pEmr_GFP_0uM Syringaldehyde,43201,205.1359697,7.070902316,720,12,0
S_pEmr_GFP_20uM Syringaldehyde,43201,262.9316015,6.979350963,720,12,20
S_pEmr_GFP_40uM Syringaldehyde,43201,297.6042201,24.77458567,720,12,40
S_pEmr_GFP_80uM Syringaldehyde,43201,382.5017098,21.26631996,720,12,80
S_pEmr_GFP_160uM Syringaldehyde,43201,545.3040469,18.52414359,720,12,160
S_pEmr_GFP_320uM Syringaldehyde,43201,731.08585,7.478391177,720,12,320
S_pEmr_GFP_640uM Syringaldehyde,43201,866.0808443,7.490059994,720,12,640
S_pEmr_GFP_0uM Syringaldehyde,44101.1,213.9106525,7.372181064,735,12.25,0
S_pEmr_GFP_20uM Syringaldehyde,44101.1,271.2748016,1.802473191,735,12.25,20
S_pEmr_GFP_40uM Syringaldehyde,44101.1,304.6559072,24.31218793,735,12.25,40
S_pEmr_GFP_80uM Syringaldehyde,44101.1,397.0670254,23.2333581,735,12.25,80
S_pEmr_GFP_160uM Syringaldehyde,44101.1,560.5689871,22.64225955,735,12.25,160
S_pEmr_GFP_320uM Syringaldehyde,44101.1,745.2638027,3.798389203,735,12.25,320
S_pEmr_GFP_640uM Syringaldehyde,44101.1,883.4848758,9.035144389,735,12.25,640
S_pEmr_GFP_0uM Syringaldehyde,45001.1,215.8756573,6.063199893,750,12.5,0
S_pEmr_GFP_20uM Syringaldehyde,45001.1,276.8640326,5.849980828,750,12.5,20
S_pEmr_GFP_40uM Syringaldehyde,45001.1,307.6522643,31.05173998,750,12.5,40
S_pEmr_GFP_80uM Syringaldehyde,45001.1,399.5814078,25.82552152,750,12.5,80
S_pEmr_GFP_160uM Syringaldehyde,45001.1,562.3319334,22.12480596,750,12.5,160
S_pEmr_GFP_320uM Syringaldehyde,45001.1,749.4467487,11.70606807,750,12.5,320
S_pEmr_GFP_640uM Syringaldehyde,45001.1,895.1652497,9.926935365,750,12.5,640
S_pEmr_GFP_0uM Syringaldehyde,45901.1,217.0519851,4.342905154,765,12.75,0
S_pEmr_GFP_20uM Syringaldehyde,45901.1,285.8462057,8.450408257,765,12.75,20
S_pEmr_GFP_40uM Syringaldehyde,45901.1,316.086277,25.93206536,765,12.75,40
S_pEmr_GFP_80uM Syringaldehyde,45901.1,402.9141769,22.54423861,765,12.75,80
S_pEmr_GFP_160uM Syringaldehyde,45901.1,570.1228556,19.59935408,765,12.75,160
S_pEmr_GFP_320uM Syringaldehyde,45901.1,758.2330961,8.854376721,765,12.75,320
S_pEmr_GFP_640uM Syringaldehyde,45901.1,895.6571996,9.545852886,765,12.75,640
S_pEmr_GFP_0uM Syringaldehyde,46801.1,221.1606237,5.631184068,780,13,0
S_pEmr_GFP_20uM Syringaldehyde,46801.1,289.3174163,6.134928262,780,13,20
S_pEmr_GFP_40uM Syringaldehyde,46801.1,313.0590439,19.96974857,780,13,40
S_pEmr_GFP_80uM Syringaldehyde,46801.1,408.4886251,33.68543837,780,13,80
S_pEmr_GFP_160uM Syringaldehyde,46801.1,580.1196489,26.13178883,780,13,160
S_pEmr_GFP_320uM Syringaldehyde,46801.1,762.7442171,11.8107576,780,13,320
S_pEmr_GFP_640uM Syringaldehyde,46801.1,902.3444066,8.714508216,780,13,640
S_pEmr_GFP_0uM Syringaldehyde,47701.1,229.705625,5.146719361,795,13.25,0
S_pEmr_GFP_20uM Syringaldehyde,47701.1,297.9540087,5.918570907,795,13.25,20
S_pEmr_GFP_40uM Syringaldehyde,47701.1,324.3532862,26.09866715,795,13.25,40
S_pEmr_GFP_80uM Syringaldehyde,47701.1,423.6954274,31.15227363,795,13.25,80
S_pEmr_GFP_160uM Syringaldehyde,47701.1,591.7159437,19.5229774,795,13.25,160
S_pEmr_GFP_320uM Syringaldehyde,47701.1,771.1081371,15.45543022,795,13.25,320
S_pEmr_GFP_640uM Syringaldehyde,47701.1,911.399131,9.934765258,795,13.25,640
S_pEmr_GFP_0uM Syringaldehyde,48601.2,230.7813741,4.368206261,810,13.5,0
S_pEmr_GFP_20uM Syringaldehyde,48601.2,309.8303092,2.587679548,810,13.5,20
S_pEmr_GFP_40uM Syringaldehyde,48601.2,333.1827122,23.87986227,810,13.5,40
S_pEmr_GFP_80uM Syringaldehyde,48601.2,430.56438,27.22426795,810,13.5,80
S_pEmr_GFP_160uM Syringaldehyde,48601.2,602.3721257,26.16173086,810,13.5,160
S_pEmr_GFP_320uM Syringaldehyde,48601.2,790.2027716,8.710780575,810,13.5,320
S_pEmr_GFP_640uM Syringaldehyde,48601.2,917.4233394,15.47831329,810,13.5,640
S_pEmr_GFP_0uM Syringaldehyde,49501.2,236.9378226,7.482500576,825,13.75,0
S_pEmr_GFP_20uM Syringaldehyde,49501.2,313.1230057,7.491492232,825,13.75,20
S_pEmr_GFP_40uM Syringaldehyde,49501.2,333.6280377,23.4980009,825,13.75,40
S_pEmr_GFP_80uM Syringaldehyde,49501.2,438.8529723,27.22275163,825,13.75,80
S_pEmr_GFP_160uM Syringaldehyde,49501.2,609.0396029,23.67277534,825,13.75,160
S_pEmr_GFP_320uM Syringaldehyde,49501.2,796.8305073,3.310783614,825,13.75,320
S_pEmr_GFP_640uM Syringaldehyde,49501.2,924.2694926,8.542066015,825,13.75,640
S_pEmr_GFP_0uM Syringaldehyde,50401.2,246.4511439,4.172424675,840,14,0
S_pEmr_GFP_20uM Syringaldehyde,50401.2,322.7653305,6.527243548,840,14,20
S_pEmr_GFP_40uM Syringaldehyde,50401.2,348.8343759,25.52375507,840,14,40
S_pEmr_GFP_80uM Syringaldehyde,50401.2,452.5099173,32.04120864,840,14,80
S_pEmr_GFP_160uM Syringaldehyde,50401.2,622.4735289,23.26388522,840,14,160
S_pEmr_GFP_320uM Syringaldehyde,50401.2,806.496756,9.523378315,840,14,320
S_pEmr_GFP_640uM Syringaldehyde,50401.2,940.0509932,4.522024882,840,14,640
S_pEmr_GFP_0uM Syringaldehyde,51301.2,248.9921563,8.478555089,855,14.25,0
S_pEmr_GFP_20uM Syringaldehyde,51301.2,329.2487143,5.389511008,855,14.25,20
S_pEmr_GFP_40uM Syringaldehyde,51301.2,354.8916443,24.23853339,855,14.25,40
S_pEmr_GFP_80uM Syringaldehyde,51301.2,457.6460256,27.00875128,855,14.25,80
S_pEmr_GFP_160uM Syringaldehyde,51301.2,629.039319,25.07787557,855,14.25,160
S_pEmr_GFP_320uM Syringaldehyde,51301.2,819.8411736,10.83976213,855,14.25,320
S_pEmr_GFP_640uM Syringaldehyde,51301.2,944.9677282,6.520936884,855,14.25,640
S_pEmr_GFP_0uM Syringaldehyde,52201.2,257.7882178,8.822866198,870,14.5,0
S_pEmr_GFP_20uM Syringaldehyde,52201.2,337.5459558,7.820166878,870,14.5,20
S_pEmr_GFP_40uM Syringaldehyde,52201.2,364.3150321,28.481574,870,14.5,40
S_pEmr_GFP_80uM Syringaldehyde,52201.2,467.2510434,30.73299585,870,14.5,80
S_pEmr_GFP_160uM Syringaldehyde,52201.2,639.4582123,21.11867766,870,14.5,160
S_pEmr_GFP_320uM Syringaldehyde,52201.2,823.5688292,5.855621138,870,14.5,320
S_pEmr_GFP_640uM Syringaldehyde,52201.2,954.4922595,10.26652359,870,14.5,640
S_pEmr_GFP_0uM Syringaldehyde,53101.3,259.6170357,6.702284024,885,14.75,0
S_pEmr_GFP_20uM Syringaldehyde,53101.3,346.2475423,8.162196819,885,14.75,20
S_pEmr_GFP_40uM Syringaldehyde,53101.3,369.7172652,26.92052684,885,14.75,40
S_pEmr_GFP_80uM Syringaldehyde,53101.3,474.7859745,27.43212286,885,14.75,80
S_pEmr_GFP_160uM Syringaldehyde,53101.3,642.9275538,26.2359933,885,14.75,160
S_pEmr_GFP_320uM Syringaldehyde,53101.3,835.9492261,6.925835317,885,14.75,320
S_pEmr_GFP_640uM Syringaldehyde,53101.3,958.2636802,6.819589733,885,14.75,640
S_pEmr_GFP_0uM Syringaldehyde,54001.3,271.180351,10.71469384,900,15,0
S_pEmr_GFP_20uM Syringaldehyde,54001.3,355.3933129,8.971089411,900,15,20
S_pEmr_GFP_40uM Syringaldehyde,54001.3,383.2575853,24.47473243,900,15,40
S_pEmr_GFP_80uM Syringaldehyde,54001.3,487.2990434,32.77997476,900,15,80
S_pEmr_GFP_160uM Syringaldehyde,54001.3,663.3297746,23.74309306,900,15,160
S_pEmr_GFP_320uM Syringaldehyde,54001.3,847.4574248,8.275892023,900,15,320
S_pEmr_GFP_640uM Syringaldehyde,54001.3,973.3472731,6.170643603,900,15,640
S_pEmr_GFP_0uM Syringaldehyde,54901.3,275.559473,11.31968111,915,15.25,0
S_pEmr_GFP_20uM Syringaldehyde,54901.3,362.9845712,11.08990226,915,15.25,20
S_pEmr_GFP_40uM Syringaldehyde,54901.3,387.2754809,22.73054598,915,15.25,40
S_pEmr_GFP_80uM Syringaldehyde,54901.3,497.5670139,32.24079902,915,15.25,80
S_pEmr_GFP_160uM Syringaldehyde,54901.3,672.7929935,22.67906518,915,15.25,160
S_pEmr_GFP_320uM Syringaldehyde,54901.3,857.8386489,14.75572678,915,15.25,320
S_pEmr_GFP_640uM Syringaldehyde,54901.3,975.0817987,12.89838454,915,15.25,640
S_pEmr_GFP_0uM Syringaldehyde,55801.3,277.335645,8.67279041,930,15.5,0
S_pEmr_GFP_20uM Syringaldehyde,55801.3,369.0836413,14.62926793,930,15.5,20
S_pEmr_GFP_40uM Syringaldehyde,55801.3,392.5945901,26.22279873,930,15.5,40
S_pEmr_GFP_80uM Syringaldehyde,55801.3,506.7399844,33.84308933,930,15.5,80
S_pEmr_GFP_160uM Syringaldehyde,55801.3,679.6059702,24.92417669,930,15.5,160
S_pEmr_GFP_320uM Syringaldehyde,55801.3,863.9148584,13.82734431,930,15.5,320
S_pEmr_GFP_640uM Syringaldehyde,55801.3,978.0980364,14.04555795,930,15.5,640
S_pEmr_GFP_0uM Syringaldehyde,56701.3,288.3536851,11.44103962,945,15.75,0
S_pEmr_GFP_20uM Syringaldehyde,56701.3,372.4580541,13.98356683,945,15.75,20
S_pEmr_GFP_40uM Syringaldehyde,56701.3,402.2930095,24.41346461,945,15.75,40
S_pEmr_GFP_80uM Syringaldehyde,56701.3,515.7212082,29.95046217,945,15.75,80
S_pEmr_GFP_160uM Syringaldehyde,56701.3,690.9754646,29.13730067,945,15.75,160
S_pEmr_GFP_320uM Syringaldehyde,56701.3,877.674681,3.255497654,945,15.75,320
S_pEmr_GFP_640uM Syringaldehyde,56701.3,988.528434,11.30328792,945,15.75,640
S_pEmr_GFP_0uM Syringaldehyde,57601.4,301.3928794,13.89158997,960,16,0
S_pEmr_GFP_20uM Syringaldehyde,57601.4,384.7152772,12.68056816,960,16,20
