ID,Time,Mean,Sd,Time_min,Time_hrs,Treatment
V_pEmr_GFP_160uM Vanillin,66601.6,481.5613167,36.93606678,1110,18.5,160
V_pEmr_GFP_320uM Vanillin,66601.6,564.3868707,30.73709282,1110,18.5,320
V_pEmr_GFP_640uM Vanillin,66601.6,674.4052442,48.81567709,1110,18.5,640
V_pEmr_GFP_0uM Vanillin,67501.6,356.3170838,20.31801454,1125,18.75,0
V_pEmr_GFP_20uM Vanillin,67501.6,392.5178819,16.53428042,1125,18.75,20
V_pEmr_GFP_40uM Vanillin,67501.6,416.6983915,21.10136329,1125,18.75,40
V_pEmr_GFP_80uM Vanillin,67501.6,447.3846258,14.32191171,1125,18.75,80
V_pEmr_GFP_160uM Vanillin,67501.6,485.8233686,38.11000573,1125,18.75,160
V_pEmr_GFP_320uM Vanillin,67501.6,577.7294261,36.94879188,1125,18.75,320
V_pEmr_GFP_640uM Vanillin,67501.6,680.7427265,47.64087519,1125,18.75,640
V_pEmr_GFP_0uM Vanillin,68401.6,361.573353,25.13020456,1140,19,0
V_pEmr_GFP_20uM Vanillin,68401.6,396.6828857,18.67152408,1140,19,20
V_pEmr_GFP_40uM Vanillin,68401.6,419.1767904,20.00992525,1140,19,40
V_pEmr_GFP_80uM Vanillin,68401.6,451.3688107,11.65703063,1140,19,80
V_pEmr_GFP_160uM Vanillin,68401.6,491.0896286,35.03465011,1140,19,160
V_pEmr_GFP_320uM Vanillin,68401.6,581.991586,34.91747097,1140,19,320
V_pEmr_GFP_640uM Vanillin,68401.6,687.4755462,47.92740833,1140,19,640
V_pEmr_GFP_0uM Vanillin,69301.7,364.3580478,22.1503075,1155,19.25,0
V_pEmr_GFP_20uM Vanillin,69301.7,400.2632184,23.60596829,1155,19.25,20
V_pEmr_GFP_40uM Vanillin,69301.7,421.1573525,15.46395648,1155,19.25,40
V_pEmr_GFP_80uM Vanillin,69301.7,459.5465324,13.93394479,1155,19.25,80
V_pEmr_GFP_160uM Vanillin,69301.7,496.4436117,38.32112384,1155,19.25,160
V_pEmr_GFP_320uM Vanillin,69301.7,584.4891707,33.17148675,1155,19.25,320
V_pEmr_GFP_640uM Vanillin,69301.7,693.708292,52.17517027,1155,19.25,640
V_pEmr_GFP_0uM Vanillin,70201.7,370.6995898,23.42392811,1170,19.5,0
V_pEmr_GFP_20uM Vanillin,70201.7,409.7009019,21.25010649,1170,19.5,20
V_pEmr_GFP_40uM Vanillin,70201.7,430.2902887,19.27656824,1170,19.5,40
V_pEmr_GFP_80uM Vanillin,70201.7,466.9225212,13.07665967,1170,19.5,80
V_pEmr_GFP_160uM Vanillin,70201.7,508.8036291,39.24431963,1170,19.5,160
V_pEmr_GFP_320uM Vanillin,70201.7,597.2842443,35.86069789,1170,19.5,320
V_pEmr_GFP_640uM Vanillin,70201.7,703.3090594,53.64221514,1170,19.5,640
V_pEmr_GFP_0uM Vanillin,71101.7,376.0391275,20.66855107,1185,19.75,0
V_pEmr_GFP_20uM Vanillin,71101.7,413.3358646,21.40797878,1185,19.75,20
V_pEmr_GFP_40uM Vanillin,71101.7,436.5536096,23.37947463,1185,19.75,40
V_pEmr_GFP_80uM Vanillin,71101.7,473.4121575,15.50791124,1185,19.75,80
V_pEmr_GFP_160uM Vanillin,71101.7,516.195799,40.02476249,1185,19.75,160
V_pEmr_GFP_320uM Vanillin,71101.7,605.4369967,35.00016487,1185,19.75,320
V_pEmr_GFP_640uM Vanillin,71101.7,712.4695053,48.82292046,1185,19.75,640
VA_pEmr_GFP_0uM Vanillic acid,19800.5,86.91395253,6.258640977,330,5.5,0
VA_pEmr_GFP_20uM Vanillic acid,19800.5,94.6089163,8.721871083,330,5.5,20
VA_pEmr_GFP_40uM Vanillic acid,19800.5,125.3791985,3.057605296,330,5.5,40
VA_pEmr_GFP_80uM Vanillic acid,19800.5,131.7752338,12.37908354,330,5.5,80
VA_pEmr_GFP_160uM Vanillic acid,19800.5,159.4403664,3.432382205,330,5.5,160
VA_pEmr_GFP_320uM Vanillic acid,19800.5,193.1978545,28.00297551,330,5.5,320
VA_pEmr_GFP_640uM Vanillic acid,19800.5,215.0463243,15.8811278,330,5.5,640
VA_pEmr_GFP_0uM Vanillic acid,20700.5,99.32751984,5.060510132,345,5.75,0
VA_pEmr_GFP_20uM Vanillic acid,20700.5,107.5650656,9.900888154,345,5.75,20
VA_pEmr_GFP_40uM Vanillic acid,20700.5,139.0239931,4.808573608,345,5.75,40
VA_pEmr_GFP_80uM Vanillic acid,20700.5,151.7517103,11.42688308,345,5.75,80
VA_pEmr_GFP_160uM Vanillic acid,20700.5,176.2458186,3.548907907,345,5.75,160
VA_pEmr_GFP_320uM Vanillic acid,20700.5,217.0728504,28.74941109,345,5.75,320
VA_pEmr_GFP_640uM Vanillic acid,20700.5,233.249568,14.05531507,345,5.75,640
VA_pEmr_GFP_0uM Vanillic acid,21600.5,102.8156292,5.687764155,360,6,0
VA_pEmr_GFP_20uM Vanillic acid,21600.5,109.3546713,6.862668811,360,6,20
VA_pEmr_GFP_40uM Vanillic acid,21600.5,137.7949973,4.425311859,360,6,40
VA_pEmr_GFP_80uM Vanillic acid,21600.5,153.4042866,6.986019062,360,6,80
VA_pEmr_GFP_160uM Vanillic acid,21600.5,185.1101217,9.339058109,360,6,160
VA_pEmr_GFP_320uM Vanillic acid,21600.5,224.4996305,27.46353544,360,6,320
VA_pEmr_GFP_640uM Vanillic acid,21600.5,239.2976723,16.44902922,360,6,640
VA_pEmr_GFP_0uM Vanillic acid,22500.6,100.9747539,2.259443903,375,6.25,0
VA_pEmr_GFP_20uM Vanillic acid,22500.6,113.274918,10.71214636,375,6.25,20
VA_pEmr_GFP_40uM Vanillic acid,22500.6,148.9632686,6.14615902,375,6.25,40
VA_pEmr_GFP_80uM Vanillic acid,22500.6,164.1198206,8.162947419,375,6.25,80
VA_pEmr_GFP_160uM Vanillic acid,22500.6,192.2115639,1.706915556,375,6.25,160
VA_pEmr_GFP_320uM Vanillic acid,22500.6,230.6352573,24.68926386,375,6.25,320
VA_pEmr_GFP_640uM Vanillic acid,22500.6,248.9377974,10.27987657,375,6.25,640
VA_pEmr_GFP_0uM Vanillic acid,23400.6,102.6305139,5.17381129,390,6.5,0
VA_pEmr_GFP_20uM Vanillic acid,23400.6,116.0345488,4.323022225,390,6.5,20
VA_pEmr_GFP_40uM Vanillic acid,23400.6,152.508854,2.052500596,390,6.5,40
VA_pEmr_GFP_80uM Vanillic acid,23400.6,169.8061904,3.896115541,390,6.5,80
VA_pEmr_GFP_160uM Vanillic acid,23400.6,197.9368189,9.572984367,390,6.5,160
VA_pEmr_GFP_320uM Vanillic acid,23400.6,236.8943042,25.53046836,390,6.5,320
VA_pEmr_GFP_640uM Vanillic acid,23400.6,255.5269366,14.60600434,390,6.5,640
VA_pEmr_GFP_0uM Vanillic acid,24300.6,111.3480262,9.114903496,405,6.75,0
VA_pEmr_GFP_20uM Vanillic acid,24300.6,126.1299107,7.382309187,405,6.75,20
VA_pEmr_GFP_40uM Vanillic acid,24300.6,158.745392,4.803807844,405,6.75,40
VA_pEmr_GFP_80uM Vanillic acid,24300.6,179.9057119,11.63918492,405,6.75,80
VA_pEmr_GFP_160uM Vanillic acid,24300.6,209.1260148,6.984601457,405,6.75,160
VA_pEmr_GFP_320uM Vanillic acid,24300.6,249.544031,25.16184833,405,6.75,320
VA_pEmr_GFP_640uM Vanillic acid,24300.6,266.0181822,11.59662811,405,6.75,640
VA_pEmr_GFP_0uM Vanillic acid,25200.6,115.3169732,3.02917993,420,7,0
VA_pEmr_GFP_20uM Vanillic acid,25200.6,130.5750332,7.088129521,420,7,20
VA_pEmr_GFP_40uM Vanillic acid,25200.6,170.439915,6.023891866,420,7,40
VA_pEmr_GFP_80uM Vanillic acid,25200.6,186.8601075,10.3521691,420,7,80
VA_pEmr_GFP_160uM Vanillic acid,25200.6,221.2645842,5.862976658,420,7,160
VA_pEmr_GFP_320uM Vanillic acid,25200.6,264.9469675,26.33639422,420,7,320
VA_pEmr_GFP_640uM Vanillic acid,25200.6,280.9116133,10.53386848,420,7,640
VA_pEmr_GFP_0uM Vanillic acid,26100.6,118.5007923,9.556015494,435,7.25,0
VA_pEmr_GFP_20uM Vanillic acid,26100.6,138.2790498,7.380512906,435,7.25,20
VA_pEmr_GFP_40uM Vanillic acid,26100.6,172.6158472,4.03473667,435,7.25,40
VA_pEmr_GFP_80uM Vanillic acid,26100.6,195.7917292,10.27530016,435,7.25,80
VA_pEmr_GFP_160uM Vanillic acid,26100.6,232.3683463,7.398398725,435,7.25,160
VA_pEmr_GFP_320uM Vanillic acid,26100.6,274.8170035,26.05782271,435,7.25,320
VA_pEmr_GFP_640uM Vanillic acid,26100.6,292.3688862,5.732312391,435,7.25,640
VA_pEmr_GFP_0uM Vanillic acid,27000.6,122.9581746,2.605163995,450,7.5,0
VA_pEmr_GFP_20uM Vanillic acid,27000.6,146.7154187,5.275728535,450,7.5,20
VA_pEmr_GFP_40uM Vanillic acid,27000.6,180.1707549,3.24518069,450,7.5,40
VA_pEmr_GFP_80uM Vanillic acid,27000.6,203.9152085,15.79362851,450,7.5,80
VA_pEmr_GFP_160uM Vanillic acid,27000.6,237.5070095,7.439092413,450,7.5,160
VA_pEmr_GFP_320uM Vanillic acid,27000.6,289.8497599,30.25253519,450,7.5,320
VA_pEmr_GFP_640uM Vanillic acid,27000.6,299.9564907,10.15607266,450,7.5,640
VA_pEmr_GFP_0uM Vanillic acid,27900.7,131.1100802,4.335709586,465,7.75,0
VA_pEmr_GFP_20uM Vanillic acid,27900.7,153.4111033,4.613624995,465,7.75,20
VA_pEmr_GFP_40uM Vanillic acid,27900.7,187.2614494,4.305220373,465,7.75,40
VA_pEmr_GFP_80uM Vanillic acid,27900.7,219.744824,10.56208193,465,7.75,80
VA_pEmr_GFP_160uM Vanillic acid,27900.7,258.5741151,6.170502905,465,7.75,160
VA_pEmr_GFP_320uM Vanillic acid,27900.7,307.5450411,26.69130458,465,7.75,320
VA_pEmr_GFP_640uM Vanillic acid,27900.7,314.0327776,8.520180631,465,7.75,640
VA_pEmr_GFP_0uM Vanillic acid,28800.7,131.9809033,1.166090929,480,8,0
VA_pEmr_GFP_20uM Vanillic acid,28800.7,156.6049678,4.819440375,480,8,20
VA_pEmr_GFP_40uM Vanillic acid,28800.7,194.5908586,2.905862674,480,8,40
VA_pEmr_GFP_80uM Vanillic acid,28800.7,227.8306995,7.94519217,480,8,80
VA_pEmr_GFP_160uM Vanillic acid,28800.7,259.9302297,5.4362122,480,8,160
VA_pEmr_GFP_320uM Vanillic acid,28800.7,313.8334606,30.13894707,480,8,320
VA_pEmr_GFP_640uM Vanillic acid,28800.7,325.2112543,6.960378794,480,8,640
VA_pEmr_GFP_0uM Vanillic acid,29700.7,141.6297577,8.614548751,495,8.25,0
VA_pEmr_GFP_20uM Vanillic acid,29700.7,163.3725813,6.757382288,495,8.25,20
VA_pEmr_GFP_40uM Vanillic acid,29700.7,203.1476144,0.481816806,495,8.25,40
VA_pEmr_GFP_80uM Vanillic acid,29700.7,231.5119895,11.62902583,495,8.25,80
VA_pEmr_GFP_160uM Vanillic acid,29700.7,276.8780635,6.704663863,495,8.25,160
VA_pEmr_GFP_320uM Vanillic acid,29700.7,326.3216074,26.37322539,495,8.25,320
VA_pEmr_GFP_640uM Vanillic acid,29700.7,336.140158,9.685013375,495,8.25,640
VA_pEmr_GFP_0uM Vanillic acid,30600.7,145.3143989,5.18600411,510,8.5,0
VA_pEmr_GFP_20uM Vanillic acid,30600.7,170.4008722,8.421600138,510,8.5,20
VA_pEmr_GFP_40uM Vanillic acid,30600.7,210.322742,5.602333579,510,8.5,40
VA_pEmr_GFP_80uM Vanillic acid,30600.7,240.2709327,4.860347979,510,8.5,80
VA_pEmr_GFP_160uM Vanillic acid,30600.7,289.27556,5.032521295,510,8.5,160
VA_pEmr_GFP_320uM Vanillic acid,30600.7,342.5123358,31.91469567,510,8.5,320
VA_pEmr_GFP_640uM Vanillic acid,30600.7,343.8112407,6.824650087,510,8.5,640
VA_pEmr_GFP_0uM Vanillic acid,31500.8,154.6769259,5.731922367,525,8.75,0
VA_pEmr_GFP_20uM Vanillic acid,31500.8,184.8918151,5.140140526,525,8.75,20
VA_pEmr_GFP_40uM Vanillic acid,31500.8,219.9521618,2.46967095,525,8.75,40
VA_pEmr_GFP_80uM Vanillic acid,31500.8,254.2606741,10.44813807,525,8.75,80
VA_pEmr_GFP_160uM Vanillic acid,31500.8,302.7936613,1.862825179,525,8.75,160
VA_pEmr_GFP_320uM Vanillic acid,31500.8,357.2387107,29.35577606,525,8.75,320
VA_pEmr_GFP_640uM Vanillic acid,31500.8,363.4063528,3.512105954,525,8.75,640
VA_pEmr_GFP_0uM Vanillic acid,32400.8,155.958655,7.483972634,540,9,0
VA_pEmr_GFP_20uM Vanillic acid,32400.8,186.9944169,5.884008019,540,9,20
VA_pEmr_GFP_40uM Vanillic acid,32400.8,224.4719651,4.582936322,540,9,40
VA_pEmr_GFP_80uM Vanillic acid,32400.8,265.5530992,11.42574766,540,9,80
VA_pEmr_GFP_160uM Vanillic acid,32400.8,311.2826362,7.515434893,540,9,160
VA_pEmr_GFP_320uM Vanillic acid,32400.8,373.1786392,28.45295022,540,9,320
VA_pEmr_GFP_640uM Vanillic acid,32400.8,371.0810229,2.562140259,540,9,640
VA_pEmr_GFP_0uM Vanillic acid,33300.8,159.7309106,1.470895426,555,9.25,0
VA_pEmr_GFP_20uM Vanillic acid,33300.8,195.7748694,7.994617007,555,9.25,20
VA_pEmr_GFP_40uM Vanillic acid,33300.8,236.8156361,4.381468369,555,9.25,40
VA_pEmr_GFP_80uM Vanillic acid,33300.8,273.7149078,5.924850977,555,9.25,80
VA_pEmr_GFP_160uM Vanillic acid,33300.8,325.259665,6.242773163,555,9.25,160
VA_pEmr_GFP_320uM Vanillic acid,33300.8,386.8810482,35.20053561,555,9.25,320
VA_pEmr_GFP_640uM Vanillic acid,33300.8,378.0134334,9.015569408,555,9.25,640
VA_pEmr_GFP_0uM Vanillic acid,34200.8,163.8910156,5.854180867,570,9.5,0
VA_pEmr_GFP_20uM Vanillic acid,34200.8,199.3459283,7.175945863,570,9.5,20
VA_pEmr_GFP_40uM Vanillic acid,34200.8,241.9346847,1.824977248,570,9.5,40
VA_pEmr_GFP_80uM Vanillic acid,34200.8,277.3764222,8.84023739,570,9.5,80
VA_pEmr_GFP_160uM Vanillic acid,34200.8,329.4993302,4.887847593,570,9.5,160
VA_pEmr_GFP_320uM Vanillic acid,34200.8,396.1645309,29.36274036,570,9.5,320
VA_pEmr_GFP_640uM Vanillic acid,34200.8,389.2180321,5.54874247,570,9.5,640
VA_pEmr_GFP_0uM Vanillic acid,35100.9,172.7965471,5.460987058,585,9.75,0
VA_pEmr_GFP_20uM Vanillic acid,35100.9,200.0284318,7.768931341,585,9.75,20
VA_pEmr_GFP_40uM Vanillic acid,35100.9,246.1611524,5.107229887,585,9.75,40
VA_pEmr_GFP_80uM Vanillic acid,35100.9,282.1135864,14.20465823,585,9.75,80
VA_pEmr_GFP_160uM Vanillic acid,35100.9,342.2056657,4.833498393,585,9.75,160
VA_pEmr_GFP_320uM Vanillic acid,35100.9,404.2372531,28.77662887,585,9.75,320
VA_pEmr_GFP_640uM Vanillic acid,35100.9,398.3740746,3.246431491,585,9.75,640
VA_pEmr_GFP_0uM Vanillic acid,36000.9,172.6346529,6.376285538,600,10,0
VA_pEmr_GFP_20uM Vanillic acid,36000.9,209.5094018,7.066962994,600,10,20
VA_pEmr_GFP_40uM Vanillic acid,36000.9,253.6161728,3.598210534,600,10,40
VA_pEmr_GFP_80uM Vanillic acid,36000.9,289.5640346,12.67964871,600,10,80
VA_pEmr_GFP_160uM Vanillic acid,36000.9,348.6315708,3.49888473,600,10,160
VA_pEmr_GFP_320uM Vanillic acid,36000.9,415.142069,31.03709293,600,10,320
VA_pEmr_GFP_640uM Vanillic acid,36000.9,409.3262308,4.930845342,600,10,640
VA_pEmr_GFP_0uM Vanillic acid,36900.9,176.6652128,6.571906098,615,10.25,0
VA_pEmr_GFP_20uM Vanillic acid,36900.9,213.5290814,10.17676553,615,10.25,20
VA_pEmr_GFP_40uM Vanillic acid,36900.9,262.3744159,1.435245173,615,10.25,40
VA_pEmr_GFP_80uM Vanillic acid,36900.9,293.8918613,11.32062397,615,10.25,80
VA_pEmr_GFP_160uM Vanillic acid,36900.9,358.1075759,4.575775407,615,10.25,160
VA_pEmr_GFP_320uM Vanillic acid,36900.9,424.8379244,30.15056578,615,10.25,320
VA_pEmr_GFP_640uM Vanillic acid,36900.9,422.9967906,6.82602628,615,10.25,640
VA_pEmr_GFP_0uM Vanillic acid,37800.9,179.3186974,6.105984815,630,10.5,0
VA_pEmr_GFP_20uM Vanillic acid,37800.9,222.0077328,5.219967847,630,10.5,20
VA_pEmr_GFP_40uM Vanillic acid,37800.9,265.6550406,2.390961716,630,10.5,40
VA_pEmr_GFP_80uM Vanillic acid,37800.9,305.9098226,9.505418481,630,10.5,80
VA_pEmr_GFP_160uM Vanillic acid,37800.9,368.5223914,5.334861085,630,10.5,160
VA_pEmr_GFP_320uM Vanillic acid,37800.9,439.7089582,28.79868635,630,10.5,320
VA_pEmr_GFP_640uM Vanillic acid,37800.9,434.9999439,5.489342722,630,10.5,640
VA_pEmr_GFP_0uM Vanillic acid,38700.9,184.9930428,6.687163665,645,10.75,0
VA_pEmr_GFP_20uM Vanillic acid,38700.9,224.0848478,5.33425012,645,10.75,20
VA_pEmr_GFP_40uM Vanillic acid,38700.9,268.6364658,1.947188033,645,10.75,40
VA_pEmr_GFP_80uM Vanillic acid,38700.9,310.2209848,12.32038366,645,10.75,80
VA_pEmr_GFP_160uM Vanillic acid,38700.9,378.3830385,7.332166619,645,10.75,160
VA_pEmr_GFP_320uM Vanillic acid,38700.9,450.4384648,30.21095914,645,10.75,320
VA_pEmr_GFP_640uM Vanillic acid,38700.9,444.4399341,11.78480388,645,10.75,640
VA_pEmr_GFP_0uM Vanillic acid,39601,191.1559831,3.254014149,660,11,0
VA_pEmr_GFP_20uM Vanillic acid,39601,229.3045142,9.329610724,660,11,20
VA_pEmr_GFP_40uM Vanillic acid,39601,274.0919826,2.94784843,660,11,40
VA_pEmr_GFP_80uM Vanillic acid,39601,317.9015565,13.2296737,660,11,80
VA_pEmr_GFP_160uM Vanillic acid,39601,387.6235585,9.971368433,660,11,160
VA_pEmr_GFP_320uM Vanillic acid,39601,454.3691644,32.25896398,660,11,320
VA_pEmr_GFP_640uM Vanillic acid,39601,452.0726875,6.085388488,660,11,640
VA_pEmr_GFP_0uM Vanillic acid,40501,193.8395564,6.817574072,675,11.25,0
VA_pEmr_GFP_20uM Vanillic acid,40501,233.409686,0.699927998,675,11.25,20
VA_pEmr_GFP_40uM Vanillic acid,40501,281.0936508,2.605374309,675,11.25,40
VA_pEmr_GFP_80uM Vanillic acid,40501,325.7408382,12.55948365,675,11.25,80
VA_pEmr_GFP_160uM Vanillic acid,40501,388.6982196,8.504642318,675,11.25,160
VA_pEmr_GFP_320uM Vanillic acid,40501,470.30542,32.57629996,675,11.25,320
VA_pEmr_GFP_640uM Vanillic acid,40501,467.1795041,6.243634741,675,11.25,640
VA_pEmr_GFP_0uM Vanillic acid,41401,194.8410346,6.605727174,690,11.5,0
VA_pEmr_GFP_20uM Vanillic acid,41401,242.2222917,5.399099849,690,11.5,20
VA_pEmr_GFP_40uM Vanillic acid,41401,287.6168743,3.286360646,690,11.5,40
VA_pEmr_GFP_80uM Vanillic acid,41401,333.7553675,12.59904699,690,11.5,80
VA_pEmr_GFP_160uM Vanillic acid,41401,396.6451296,1.994710379,690,11.5,160
VA_pEmr_GFP_320uM Vanillic acid,41401,477.1158985,28.13263918,690,11.5,320
VA_pEmr_GFP_640uM Vanillic acid,41401,475.3782308,8.666671153,690,11.5,640
VA_pEmr_GFP_0uM Vanillic acid,42301,201.1413341,6.807873613,705,11.75,0
VA_pEmr_GFP_20uM Vanillic acid,42301,245.5882139,6.780380938,705,11.75,20
VA_pEmr_GFP_40uM Vanillic acid,42301,292.5454995,7.133330597,705,11.75,40
VA_pEmr_GFP_80uM Vanillic acid,42301,337.7678977,11.91733296,705,11.75,80
VA_pEmr_GFP_160uM Vanillic acid,42301,406.6014477,9.416415641,705,11.75,160
VA_pEmr_GFP_320uM Vanillic acid,42301,483.7506671,26.43715842,705,11.75,320
VA_pEmr_GFP_640uM Vanillic acid,42301,485.4252234,7.870370202,705,11.75,640
VA_pEmr_GFP_0uM Vanillic acid,43201,205.3338514,6.386792889,720,12,0
VA_pEmr_GFP_20uM Vanillic acid,43201,245.6149609,2.106608114,720,12,20
VA_pEmr_GFP_40uM Vanillic acid,43201,294.0739589,4.421080714,720,12,40
VA_pEmr_GFP_80uM Vanillic acid,43201,335.9406709,13.44206788,720,12,80
VA_pEmr_GFP_160uM Vanillic acid,43201,408.856007,8.9843669,720,12,160
VA_pEmr_GFP_320uM Vanillic acid,43201,491.4339184,26.0034262,720,12,320
VA_pEmr_GFP_640uM Vanillic acid,43201,489.6271181,8.816639433,720,12,640
VA_pEmr_GFP_0uM Vanillic acid,44101.1,212.5590529,7.496632804,735,12.25,0
VA_pEmr_GFP_20uM Vanillic acid,44101.1,258.1160934,3.916946217,735,12.25,20
VA_pEmr_GFP_40uM Vanillic acid,44101.1,304.7282403,3.383531616,735,12.25,40
VA_pEmr_GFP_80uM Vanillic acid,44101.1,353.0792165,11.61332214,735,12.25,80
VA_pEmr_GFP_160uM Vanillic acid,44101.1,423.0966005,9.431946347,735,12.25,160
VA_pEmr_GFP_320uM Vanillic acid,44101.1,510.950672,25.44913703,735,12.25,320
VA_pEmr_GFP_640uM Vanillic acid,44101.1,505.8833491,5.255243317,735,12.25,640
VA_pEmr_GFP_0uM Vanillic acid,45001.1,216.1574596,5.164094728,750,12.5,0
VA_pEmr_GFP_20uM Vanillic acid,45001.1,267.9294285,7.344889183,750,12.5,20
VA_pEmr_GFP_40uM Vanillic acid,45001.1,316.1072108,5.471553393,750,12.5,40
VA_pEmr_GFP_80uM Vanillic acid,45001.1,358.2589316,12.61716292,750,12.5,80
VA_pEmr_GFP_160uM Vanillic acid,45001.1,438.5447174,7.692742759,750,12.5,160
VA_pEmr_GFP_320uM Vanillic acid,45001.1,514.7741329,27.13050277,750,12.5,320
VA_pEmr_GFP_640uM Vanillic acid,45001.1,511.3575336,7.476533216,750,12.5,640
VA_pEmr_GFP_0uM Vanillic acid,45901.1,216.8456346,5.970922751,765,12.75,0
VA_pEmr_GFP_20uM Vanillic acid,45901.1,274.6422564,3.934700679,765,12.75,20
VA_pEmr_GFP_40uM Vanillic acid,45901.1,317.5820055,1.982114637,765,12.75,40
VA_pEmr_GFP_80uM Vanillic acid,45901.1,364.6924773,17.03423638,765,12.75,80
VA_pEmr_GFP_160uM Vanillic acid,45901.1,441.8331471,2.797848631,765,12.75,160
VA_pEmr_GFP_320uM Vanillic acid,45901.1,523.9103222,29.84374758,765,12.75,320
VA_pEmr_GFP_640uM Vanillic acid,45901.1,518.9188018,3.762644808,765,12.75,640
VA_pEmr_GFP_0uM Vanillic acid,46801.1,217.4980787,5.707983602,780,13,0
VA_pEmr_GFP_20uM Vanillic acid,46801.1,276.7109495,6.502901375,780,13,20
VA_pEmr_GFP_40uM Vanillic acid,46801.1,326.3220328,4.899355098,780,13,40
VA_pEmr_GFP_80uM Vanillic acid,46801.1,374.1409374,14.18515194,780,13,80
VA_pEmr_GFP_160uM Vanillic acid,46801.1,448.1618399,8.922865215,780,13,160
VA_pEmr_GFP_320uM Vanillic acid,46801.1,536.7641269,26.40234119,780,13,320
VA_pEmr_GFP_640uM Vanillic acid,46801.1,530.8149027,6.969054513,780,13,640
VA_pEmr_GFP_0uM Vanillic acid,47701.1,228.4164159,4.37514245,795,13.25,0
VA_pEmr_GFP_20uM Vanillic acid,47701.1,286.9564384,3.998221154,795,13.25,20
VA_pEmr_GFP_40uM Vanillic acid,47701.1,334.6355474,6.819471298,795,13.25,40
VA_pEmr_GFP_80uM Vanillic acid,47701.1,381.2917515,16.16363881,795,13.25,80
VA_pEmr_GFP_160uM Vanillic acid,47701.1,460.5084803,6.046974795,795,13.25,160
VA_pEmr_GFP_320uM Vanillic acid,47701.1,545.2197403,25.57533848,795,13.25,320
VA_pEmr_GFP_640uM Vanillic acid,47701.1,539.6413473,2.500179662,795,13.25,640
VA_pEmr_GFP_0uM Vanillic acid,48601.2,237.4072571,3.474457253,810,13.5,0
VA_pEmr_GFP_20uM Vanillic acid,48601.2,300.092859,7.64373775,810,13.5,20
VA_pEmr_GFP_40uM Vanillic acid,48601.2,349.3678712,3.893892708,810,13.5,40
VA_pEmr_GFP_80uM Vanillic acid,48601.2,390.2852032,14.32653681,810,13.5,80
VA_pEmr_GFP_160uM Vanillic acid,48601.2,473.1672801,11.58825013,810,13.5,160
VA_pEmr_GFP_320uM Vanillic acid,48601.2,558.0396847,26.12373684,810,13.5,320
VA_pEmr_GFP_640uM Vanillic acid,48601.2,559.2959346,9.443949425,810,13.5,640
VA_pEmr_GFP_0uM Vanillic acid,49501.2,244.1499424,8.202247226,825,13.75,0
VA_pEmr_GFP_20uM Vanillic acid,49501.2,305.8132044,6.692000241,825,13.75,20
VA_pEmr_GFP_40uM Vanillic acid,49501.2,349.8222204,6.659150408,825,13.75,40
VA_pEmr_GFP_80uM Vanillic acid,49501.2,396.4794882,12.59293607,825,13.75,80
VA_pEmr_GFP_160uM Vanillic acid,49501.2,477.4791942,9.975054721,825,13.75,160
VA_pEmr_GFP_320uM Vanillic acid,49501.2,563.0736208,32.37118381,825,13.75,320
VA_pEmr_GFP_640uM Vanillic acid,49501.2,565.1253959,6.858795921,825,13.75,640
VA_pEmr_GFP_0uM Vanillic acid,50401.2,249.6340077,5.6632191,840,14,0
VA_pEmr_GFP_20uM Vanillic acid,50401.2,314.9185175,4.883412424,840,14,20
VA_pEmr_GFP_40uM Vanillic acid,50401.2,359.9975597,8.334755727,840,14,40
VA_pEmr_GFP_80uM Vanillic acid,50401.2,408.0025713,10.89587746,840,14,80
VA_pEmr_GFP_160uM Vanillic acid,50401.2,491.7808922,5.252308112,840,14,160
VA_pEmr_GFP_320uM Vanillic acid,50401.2,579.7127418,26.7507426,840,14,320
VA_pEmr_GFP_640uM Vanillic acid,50401.2,582.6457048,7.465796652,840,14,640
VA_pEmr_GFP_0uM Vanillic acid,51301.2,259.3680548,5.905432989,855,14.25,0
VA_pEmr_GFP_20uM Vanillic acid,51301.2,323.0143028,5.036642572,855,14.25,20
VA_pEmr_GFP_40uM Vanillic acid,51301.2,369.2404083,6.036311861,855,14.25,40
VA_pEmr_GFP_80uM Vanillic acid,51301.2,420.3064761,14.7855881,855,14.25,80
VA_pEmr_GFP_160uM Vanillic acid,51301.2,501.7257464,6.868051651,855,14.25,160
VA_pEmr_GFP_320uM Vanillic acid,51301.2,590.9852519,23.87333381,855,14.25,320
VA_pEmr_GFP_640uM Vanillic acid,51301.2,587.8578527,7.385744044,855,14.25,640
VA_pEmr_GFP_0uM Vanillic acid,52201.2,261.8146239,4.188071243,870,14.5,0
VA_pEmr_GFP_20uM Vanillic acid,52201.2,329.0993659,10.95803451,870,14.5,20
VA_pEmr_GFP_40uM Vanillic acid,52201.2,378.2660339,7.40265023,870,14.5,40
VA_pEmr_GFP_80uM Vanillic acid,52201.2,426.9143168,16.00521629,870,14.5,80
VA_pEmr_GFP_160uM Vanillic acid,52201.2,504.6169996,8.014779988,870,14.5,160
VA_pEmr_GFP_320uM Vanillic acid,52201.2,605.04381,25.54034368,870,14.5,320
VA_pEmr_GFP_640uM Vanillic acid,52201.2,597.7182347,6.524351274,870,14.5,640
